filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
image_17.png,0.086244926,0.08698606,-0.12592512,0.16721824,-0.11084541,-0.02740021,-0.20296708,-0.12808381,0.084707625,0.030913686,0.04900637,0.20096819,-0.09716314,-0.052072443,0.1999323,-0.31277713,0.11545231,0.20013285,0.38711774,-0.26183954,-0.042032883,-0.14603162,0.34920514,0.20883672,-0.06658408,-0.13045737,0.28088704,0.27757052,-0.11864755,-0.042948455,0.09293109,-0.009514214,0
image_18.png,-0.09246191,0.10867157,-0.13803698,0.57887346,0.0017897832,0.013674557,-0.21777695,0.25117093,0.03470702,0.022069292,0.05190327,0.257696,-0.17066346,0.2618869,0.38004985,-0.49803916,0.2480217,0.2570766,0.43337375,-0.36045793,-0.30058593,0.16000791,0.5208673,0.017888682,-0.020699019,-0.05141487,0.50501436,0.262724,-0.23085468,-0.18426561,0.08482282,0.20062077,0
image_19.png,-0.057674162,0.15093702,-0.27428907,0.33347958,-0.11118673,-0.16665085,-0.2055759,0.26384303,0.009720865,-0.09879942,-0.2788807,0.22689486,0.019169137,0.28311956,0.3262885,-0.42861325,0.29866564,0.14685367,0.1196536,-0.16551174,-0.13000695,0.07481544,0.41797584,0.20660178,0.01810543,-0.17252062,0.69141746,0.16007447,-0.021379916,-0.27041754,0.35046872,0.24948412,0
image_21.png,0.20333679,0.23656914,-0.06568164,0.27889898,-0.17485838,-0.19618727,-0.2448243,0.21905333,0.19413747,-0.19386978,-0.37223324,0.30187663,0.009929247,0.1100478,0.1306174,-0.120413184,0.2556636,0.27609885,0.35824206,-0.5021912,-0.13288169,-0.32170433,0.23755021,0.5183171,0.15248197,-0.26048163,0.60837173,0.17680067,-0.23582011,-0.29200432,0.09416538,-0.07319041,0
image_20.png,-0.047933184,0.12261192,-0.11183702,0.5662005,0.021726597,-0.06302348,-0.205993,0.4556898,0.07993448,0.084657095,-0.120092236,0.1897214,-0.053814206,0.13037544,0.2533969,-0.28530186,0.2089976,0.46354386,0.4366579,-0.37637803,-0.3900308,0.0003471562,0.4770964,0.22186051,0.10248402,0.024950534,0.42646906,0.1530789,-0.3210975,-0.14982478,0.054833338,0.11054805,0
image_24.png,-0.10652654,0.03912391,-0.027100109,0.754122,0.042599496,-0.12902328,-0.2207582,0.31353354,0.07248266,-0.025288103,-0.07781856,0.22704725,-0.08174067,0.20945594,0.3110175,-0.32935703,0.15263638,0.24524368,0.38885203,-0.6025481,-0.31107238,0.3158903,0.41487497,0.11973255,0.13153376,-0.10919931,0.55102885,0.25208032,-0.37907746,0.07382244,-0.04028456,0.05183183,0
image_23.png,0.090038665,0.13161089,-0.17491078,0.25299132,-0.12577312,-0.12885337,-0.24012002,0.2227965,0.20292151,-0.08143776,-0.38561344,0.39987242,-0.09154625,0.2541937,0.31448016,-0.38685593,0.30774152,0.36032203,0.20769931,-0.36887637,-0.4656062,-0.10623001,0.3303866,0.44000402,0.21882138,-0.0766826,0.6689288,0.08718636,-0.15450433,-0.5119697,0.12387465,-0.10537879,0
image_22.png,-0.06255285,0.17545545,-0.32515535,0.29930523,-0.120316274,-0.1631557,-0.16469616,0.16187188,-0.018251348,-0.12939978,-0.2509821,0.20830569,-0.0016602081,0.24528971,0.3653171,-0.47365353,0.30143636,0.08443993,0.1275896,-0.17707516,-0.063771635,0.095755726,0.36863443,0.19582516,-0.0017711826,-0.20592023,0.7048745,0.20382857,0.033234913,-0.27908683,0.3274629,0.24004169,0
image_25.png,-0.14506835,0.08013275,-0.08405191,0.5777981,0.17599422,0.032062333,-0.14976093,0.12208059,0.017720673,0.08932913,0.26280332,0.31983092,-0.19736603,0.13085818,0.4585908,-0.41385287,0.058133215,0.3927766,0.672371,-0.46412045,-0.18534087,0.023711432,0.55685735,-0.039439715,0.05602413,-0.074431896,0.2782875,0.25108615,-0.34638882,0.06002362,-0.05396801,0.021330388,0
image_26.png,0.10621238,0.1437737,-0.31517503,0.14322314,-0.18362202,-0.13786836,-0.31851122,0.06966431,0.041874513,-0.06860731,-0.26421782,0.170433,-0.04786653,0.09403352,0.22928208,-0.42464167,0.3636929,0.17964165,0.036169223,-0.18361562,-0.1705731,-0.09238287,0.4097934,0.42664325,-0.12570198,-0.11319453,0.73439574,0.20938446,-0.15052785,-0.20464616,0.4426646,0.20578104,0
image_27.png,0.10445706,0.15189956,-0.30254018,0.29402655,-0.21937017,-0.057800673,-0.21066736,0.16431199,0.07883573,-0.12395889,-0.2615185,0.15249243,-0.13489431,0.11908293,0.1711438,-0.45334044,0.3314558,0.18404692,0.26503724,-0.27471942,-0.09254976,-0.043410864,0.3786789,0.2953351,-0.12142484,-0.17426187,0.70509726,0.24144012,-0.05544119,-0.21466315,0.3553935,0.22310862,0
image_28.png,0.1665105,0.31668863,-0.40750474,0.17108583,-0.3227055,-0.040543225,-0.02324771,0.09138713,0.09763081,-0.20703062,-0.50029916,0.24925376,0.14321835,0.117655605,0.3150646,-0.34071854,0.368179,0.18072157,0.22305888,-0.08762503,-0.103434965,-0.3482646,0.28670943,0.38553888,0.08876699,-0.0124819605,0.64325607,-0.03347876,0.1594891,-0.5213694,0.28765345,-0.042063292,0
image_31.png,-0.027265683,0.0886424,-0.20432803,0.065645166,-0.15379049,-0.122359194,-0.38521808,-0.111312546,-0.015239714,0.04840189,0.0037348385,0.28094864,-0.16675504,-0.0026880812,0.38652116,-0.40509433,0.13985121,0.1869993,0.23298728,-0.2929085,-0.12055344,-0.15652184,0.33348784,0.32168025,-0.067729324,-0.23629984,0.42438528,0.3444863,-0.18810676,-0.14927588,0.24839461,0.040846344,0
image_30.png,0.1689988,0.34816313,-0.54198396,0.42105865,-0.2325574,-0.08066175,0.08492939,-0.08043488,0.15818562,-0.21649276,-0.38441315,0.35546058,0.12510596,0.085220166,0.34632927,-0.42718,0.4014517,0.027740806,0.21028113,-0.06324711,-0.114303716,-0.022426775,0.47419617,0.16602865,0.099097095,-0.053148102,0.74270797,0.027738467,0.2331165,-0.3470851,0.21267216,0.04916814,0
image_29.png,0.17477703,0.1712463,-0.4541754,0.34907913,-0.21136898,-0.016158791,-0.06451141,0.07215422,0.104371436,-0.1193505,-0.38409016,0.17181137,0.09877692,0.11030107,0.22871691,-0.45662227,0.3422101,0.14979354,0.1519849,-0.17755319,-0.13672966,0.03389137,0.2617862,0.36184984,-0.03664877,-0.08625988,0.7053921,0.121634774,0.13522719,-0.4282367,0.22444671,0.13259725,0
image_33.png,0.0035971906,0.032576993,-0.02721256,0.4364118,-0.05373533,-0.07349454,-0.29358298,0.27250025,0.10594254,-0.053694427,-0.24707226,0.3266141,-0.08953525,0.30344263,0.3527614,-0.38954923,0.18942526,0.31135184,0.2727236,-0.39543286,-0.20652993,-0.016873334,0.26210174,0.29719526,0.07143411,-0.18605728,0.5356918,0.12723786,-0.24542764,-0.21906786,0.13336267,0.023980876,0
image_32.png,-0.04169829,0.22481994,-0.18546195,0.57302654,0.16086616,-0.32415518,0.04973386,0.22905454,0.16813302,-0.12151978,-0.310932,0.57490647,-0.08784056,0.23737729,0.43379992,-0.13005663,0.16895601,0.121061094,0.21717356,-0.37940446,-0.47314695,0.18738009,0.39413354,0.10718837,0.5341735,-0.18740442,0.66946054,0.05132414,-0.17473154,-0.36100587,-0.14177595,-0.05836961,0
image_34.png,-0.07362984,0.095984496,-0.0806923,0.381083,-0.00789782,-0.06448554,-0.35213852,0.15889758,0.062283672,0.07299205,0.049514156,0.4048638,-0.15363076,0.19889471,0.4103272,-0.3752628,0.1449879,0.35534236,0.44889915,-0.41701815,-0.2540393,-0.08614403,0.46934685,0.17073394,0.048160344,-0.21014524,0.38932157,0.27291518,-0.30888614,-0.18842931,0.10432548,0.043415893,0
image_37.png,0.123174876,0.08319892,-0.27979282,0.30278972,-0.13736726,-0.094662316,-0.26518667,0.24519758,0.14931177,-0.03507181,-0.4460734,0.30724353,-0.09450802,0.1281242,0.24081126,-0.40560648,0.26555088,0.36360875,0.21048099,-0.36647797,-0.25810745,-0.060416844,0.29539582,0.5171997,0.0419622,-0.23853807,0.69489366,0.18690497,-0.13291946,-0.3654933,0.31338027,0.09858644,0
image_36.png,0.13479395,0.14756344,-0.30794862,0.45210862,-0.051917203,-0.11934851,-0.18042378,0.10012543,0.14584269,-0.11442095,-0.20465878,0.2559703,-0.107946634,0.09376059,0.2222503,-0.3962743,0.30896345,0.28033587,0.37625366,-0.46359336,-0.10516794,-0.037088342,0.31440973,0.32630727,-0.01024751,-0.30838877,0.6978433,0.2490353,-0.19298998,-0.1300398,0.09788945,0.06880233,0
image_38.png,-0.15054967,-0.028106133,-0.13088599,0.80105305,0.1746616,-0.029637963,-0.26714775,0.28899843,0.023063228,0.18917406,0.069477744,0.2777388,-0.18020177,0.14373569,0.39639407,-0.4359091,0.09855453,0.39340433,0.4881715,-0.6066292,-0.3633532,0.40414217,0.49199462,0.15845732,0.050717868,-0.19107902,0.4894158,0.39193755,-0.45144314,0.024172794,0.039145384,0.18501212,0
image_35.png,0.08987816,0.11094708,-0.31515053,0.2768539,-0.12118667,-0.12606707,-0.30445608,0.02626704,0.035410378,-0.0012440449,-0.114682265,0.15328763,-0.14958514,0.01868761,0.20163217,-0.45764324,0.31578425,0.17586169,0.12522516,-0.30083475,-0.15233395,0.107041046,0.3388783,0.3269942,-0.16043122,-0.21616262,0.64985305,0.35608363,-0.15299103,-0.12497358,0.25323594,0.24614461,0
image_42.png,0.12905085,0.059411146,-0.11973253,0.23535562,-0.2338435,-0.07653455,-0.430993,0.12120305,0.004899632,-0.07367538,-0.118800625,0.1504197,-0.14445776,0.14307983,0.1646316,-0.465033,0.27877843,0.19952147,0.14982128,-0.17947088,0.048987214,-0.07781356,0.2727908,0.25954145,-0.32723245,-0.16075748,0.49028173,0.22930531,-0.09863018,-0.08351127,0.26291037,0.29531324,0
image_40.png,-0.036859438,0.11947597,-0.15578423,0.33891913,-0.15509252,-0.07971166,-0.3175827,0.03893573,-0.11420354,-0.051206157,0.1794069,0.2793812,-0.4195296,0.117148645,0.3398411,-0.4344956,0.2325483,0.2662626,0.5447403,-0.35002193,-0.035992615,-0.041856866,0.47975194,0.069014646,-0.18883058,-0.10568337,0.41429216,0.33842495,-0.29764166,0.033194184,0.13306148,0.16946125,0
image_41.png,-0.025639992,0.03978194,-0.25688186,0.17303891,-0.08300839,-0.13226794,-0.4507051,0.04327561,0.042839315,0.07639448,-0.094999075,0.40175983,-0.17911291,0.13551962,0.40629897,-0.4839617,0.22078986,0.362441,0.2131134,-0.38780507,-0.31600583,-0.08720587,0.434425,0.430365,0.016933262,-0.23578557,0.5725098,0.28214884,-0.28336766,-0.24845022,0.29646212,0.037615072,0
image_39.png,0.18423682,0.17531958,-0.26615414,0.34871653,-0.09258974,-0.25750148,-0.19713964,0.21670663,0.1488075,0.0016762584,-0.52335453,0.51530194,-0.20496032,-0.08805625,0.2871611,-0.1883982,0.14950807,0.47387895,0.20441476,-0.4824532,-0.44271937,0.019645473,0.25198406,0.67431635,0.31365773,-0.16319112,0.61036766,0.18237671,-0.25400662,-0.3955246,0.06325104,-0.03106315,0
image_43.png,-0.04065867,0.021170013,-0.122032635,0.5627872,0.047586344,-0.14493525,-0.30672094,0.34200594,0.14305456,0.031557914,-0.22331965,0.28085613,-0.0776956,0.24509883,0.28863204,-0.36212903,0.25361052,0.39737222,0.3153699,-0.484233,-0.33903414,0.13002321,0.3973584,0.3208893,0.12108804,-0.23006661,0.60877085,0.21564908,-0.35646677,-0.08664257,0.12255635,0.038843792,0
image_45.png,0.348673,0.3052178,-0.54775333,0.44213754,-0.41699743,0.0057104905,-0.06456163,0.027747447,0.10668859,-0.23652187,-0.6173975,0.02334323,0.19037478,-0.049957242,0.08811512,-0.49727815,0.5210403,0.022580318,-0.061610933,-0.11401355,0.060317982,0.078668356,0.23044138,0.44957697,-0.22579253,-0.01076821,0.8552834,0.081405714,0.24809572,-0.20450187,0.41553473,0.26207414,0
image_46.png,-0.13407406,0.11446795,-0.09398931,0.7779172,0.15490887,-0.021327125,-0.13153896,0.31670544,0.11423768,0.08477361,0.024809385,0.25457114,-0.25916135,-0.014491328,0.43356252,-0.37640923,0.09923902,0.5269032,0.7214047,-0.5701209,-0.34600586,0.04856031,0.5737798,0.09421949,0.15385598,-0.02777599,0.37343746,0.2349743,-0.48942938,0.22691813,-0.06766417,-0.034046207,0
image_44.png,0.31979162,0.28249633,-0.27882528,0.12121324,-0.37045136,-0.08460592,-0.10221291,0.106210716,0.18888615,-0.1979639,-0.50295234,0.28076032,0.075805895,0.085568875,0.115630776,-0.25356522,0.36586624,0.21827675,0.25733224,-0.20353983,-0.21696116,-0.38308892,0.30815494,0.54264766,0.10819142,0.0055527654,0.67297,0.03341308,0.06811498,-0.6058887,0.24266043,-0.043627042,0
image_50.png,0.101954296,0.026360596,-0.19485424,0.41331968,-0.087193616,0.013143326,-0.30162317,0.23903073,0.20051411,0.09453896,-0.27922443,0.1658767,-0.024167174,0.05082646,0.15609182,-0.3784513,0.21730648,0.36479154,0.33134618,-0.55091405,-0.39092207,0.049823806,0.3701164,0.52305436,0.022616375,-0.20043845,0.6503141,0.35266426,-0.28137502,-0.28996736,0.27246985,0.076992,0
image_48.png,-0.101374224,0.0151424045,-0.16129938,0.5350549,0.14658074,-0.08896404,-0.15978052,0.25711814,0.10606399,0.07874867,-0.030862434,0.21314014,-0.20819099,0.108220235,0.31184298,-0.3941281,0.16849166,0.40142155,0.44546795,-0.46520224,-0.40341687,0.18136859,0.4445962,0.16377032,0.12538458,-0.0891895,0.48610464,0.23808204,-0.3325921,-0.04049557,-0.017834578,0.021119433,0
image_47.png,0.09069032,0.18528526,-0.47529778,0.42337725,-0.027399424,0.039183147,0.085708775,-0.03307628,0.03852428,-0.10628502,-0.2432407,-0.06564826,0.1591142,-0.02800149,0.20443174,-0.4547325,0.2963517,-0.0075339107,0.043102924,-0.11712896,0.12601803,0.24359651,0.1747628,0.215222,-0.119529784,-0.11737489,0.5949797,0.16210046,0.15064263,-0.04001444,0.23659007,0.24179107,0
image_49.png,-0.29418293,0.009037545,-0.1221273,0.86771345,0.45236063,-0.2771549,-0.16203809,0.31414956,0.010559326,0.15947527,0.16378269,0.29378805,-0.1848578,0.17681411,0.5006195,-0.3726515,0.12863964,0.2732984,0.19019544,-0.5763446,-0.6438891,0.73699784,0.43740714,-0.07987305,0.2646752,-0.08628359,0.5205162,0.3216341,-0.50045115,0.040788144,-0.40761828,0.15848625,0
image_51.png,0.013574447,0.20119692,-0.24748294,0.27811274,-0.06435553,-0.15076797,-0.081510104,0.16457559,0.055004627,-0.046024445,-0.11694391,0.30733302,-0.15861021,0.062174164,0.3316556,-0.282649,0.17646578,0.30965072,0.4672893,-0.31024513,-0.2655221,-0.19994278,0.3610582,0.23357815,0.17434631,-0.12068204,0.48009023,0.1911148,-0.14457421,-0.35197285,-0.011231947,0.00486139,0
image_52.png,-0.039739624,0.12576625,-0.11344658,0.3617541,-0.18748254,-0.12640604,-0.35600308,0.13437659,-0.11868587,-0.113473564,0.09849007,0.27361083,-0.42994916,0.1792202,0.32924974,-0.44293007,0.27252278,0.2758786,0.49472794,-0.36387783,-0.03763375,-0.036192648,0.43073,0.09824006,-0.18197177,-0.09455673,0.45703137,0.29203114,-0.29935944,0.017178835,0.11532366,0.18339995,0
image_54.png,-0.012429996,0.0348946,-0.13836834,0.44844258,-0.03606095,-0.041467372,-0.2914196,0.13426155,0.09288533,-0.026123263,-0.15677899,0.24595806,-0.003244129,0.20768623,0.34931275,-0.47429553,0.1923691,0.27720246,0.2894901,-0.45089352,-0.1331901,0.06926943,0.29226577,0.31936204,0.0036798455,-0.2235209,0.54020095,0.2297362,-0.2068824,-0.13112874,0.1468823,0.04194095,0
image_53.png,-0.031817686,0.051374536,-0.2928792,0.59228855,0.17376342,-0.17092387,-0.117513865,0.2581472,0.114416994,0.12162799,-0.1627291,0.37280428,-0.119110994,0.11168278,0.29371583,-0.24959183,0.17157508,0.37841427,0.31719807,-0.4863151,-0.49033552,0.28051272,0.5003379,0.26928347,0.25386053,-0.18661454,0.64759415,0.24562828,-0.36312443,-0.15562978,0.090468735,0.06555796,0
image_57.png,0.23117784,0.27774453,-0.26312998,0.3510332,-0.095192395,-0.34083286,-0.109384045,0.18998885,0.12516953,-0.094125465,-0.5520736,0.5529842,-0.25250006,-0.18009752,0.2922547,-0.07005065,0.12113487,0.4326246,0.23163909,-0.48824587,-0.37503234,-0.023757787,0.18923366,0.6475664,0.3682006,-0.14924377,0.5893892,0.1559269,-0.2273193,-0.36948296,-0.07882432,-0.06045039,0
image_55.png,0.050067585,0.038941395,-0.17810275,0.43476868,0.015799182,-0.078591034,-0.316928,0.16785634,0.09710352,0.08395902,-0.13376795,0.47773626,-0.1230871,0.18421385,0.3704621,-0.33780435,0.2032444,0.41865414,0.29156232,-0.30842653,-0.3884617,-0.008856634,0.54178965,0.26242033,0.059850793,-0.042032503,0.50643975,0.104365155,-0.30489516,-0.1915424,0.15663648,0.03987878,0
image_56.png,0.030940173,0.11964116,-0.2582081,0.37035722,-0.15488827,-0.04880129,-0.27238625,0.15650037,0.0150969755,0.15653045,-0.14007095,0.17916147,-0.027595319,-0.12464887,0.23110376,-0.2512926,0.11349733,0.28910258,0.35562575,-0.4501015,-0.33172542,-0.04332157,0.3828765,0.4907793,0.058698386,-0.10745128,0.46647623,0.36906752,-0.28263646,-0.26254714,0.22812386,0.13742903,0
image_58.png,0.14097662,0.17617615,-0.45188484,0.42238888,-0.14261979,0.0044017374,-0.020104405,-0.012503831,0.094480745,-0.13355507,-0.30186647,-0.043603934,0.1045435,0.00020354183,0.16223735,-0.5113861,0.37928185,0.04362224,0.06430673,-0.15616849,0.038368,0.22039185,0.2153957,0.24485317,-0.17205594,-0.114677995,0.67491853,0.1984725,0.13953559,-0.06832776,0.21537939,0.20633943,0
image_59.png,0.20342073,0.19316009,-0.18256854,0.26396808,-0.320641,-0.0064141955,-0.19974498,0.22858773,0.06136003,-0.1660071,-0.41246715,-0.054394893,0.0974131,0.036721457,-0.0027355235,-0.23798203,0.30532372,0.117377214,0.28879303,-0.36550292,0.08981386,-0.22830306,0.2469797,0.5668096,-0.13327357,-0.19192348,0.6984357,0.27529544,-0.13905689,-0.18648241,0.5103455,0.22544062,0
image_60.png,0.12532301,0.075181015,-0.28277034,0.29003894,-0.07145632,-0.10134087,-0.31054702,0.04887335,0.03878613,-0.035806384,-0.045529105,0.1945082,-0.21626107,0.10382042,0.20995872,-0.51086724,0.3182644,0.3025038,0.33648282,-0.38134113,-0.033504795,-0.01627219,0.31182334,0.32039404,-0.22223051,-0.3114955,0.6339882,0.36562815,-0.20901178,-0.14636856,0.17383449,0.22850788,0
image_61.png,-0.011036514,0.03335121,-0.24739462,0.49601957,0.06830018,-0.034023948,-0.22158699,0.19743212,0.07332938,0.112836756,-0.11657895,0.052522954,0.013914061,0.015349809,0.2267219,-0.4288424,0.18422271,0.29253796,0.15512846,-0.44251907,-0.27409542,0.30470347,0.29962897,0.34285933,-0.014846011,-0.1436041,0.5486959,0.32964626,-0.23302689,-0.062932126,0.12487309,0.17987464,0
image_62.png,0.32847282,0.24653177,-0.55667293,0.4260876,-0.33200955,0.07815662,-0.02553819,0.036931314,0.10098476,-0.1551749,-0.5450982,0.004100615,0.257848,-0.05183747,0.12190675,-0.48688102,0.44480452,0.10615377,-0.025646858,0.016102372,0.07342193,0.022614766,0.24489217,0.3656293,-0.25521368,0.06309263,0.71147084,-0.0010427483,0.2954313,-0.19187166,0.36881912,0.23905632,0
